title	imdbId	fRatings	mRatings	Ratio	Gender_Ratio
Flame and Citron (Flammen & Citronen) (2008)	920458	11	41	0.2115384615	0.4807692308
Stoning of Soraya M., The (2008)	1277737	11	41	0.2115384615	0.4807692308
Million Dollar Hotel, The (2001)	120753	51	190	0.2116182573	0.4809505847
Endless Summer, The (1966)	60371	98	365	0.211663067	0.4810524249
Clash of the Titans (1981)	82186	126	469	0.2117647059	0.4812834225
Saturday the 14th (1981)	83033	18	67	0.2117647059	0.4812834225
Adventures of Sherlock Holmes, The (1939)	31022	18	67	0.2117647059	0.4812834225
Battleship Potemkin (1925)	15648	193	718	0.2118551043	0.4814888734
Night at the Opera, A (1935)	26778	75	279	0.2118644068	0.4815100154
Outlaw, The (1943)	36241	25	93	0.2118644068	0.4815100154
Tideland (2005)	410764	25	93	0.2118644068	0.4815100154
Harlem Nights (1989)	97481	57	212	0.2118959108	0.4815816154
Revenge of the Nerds II: Nerds in Paradise (1987)	93857	128	476	0.2119205298	0.4816375677
Hot Lead and Cold Feet (1978)	77698	32	119	0.2119205298	0.4816375677
Men at Work (1990)	100135	78	290	0.2119565217	0.4817193676
Dead Man (1995)	112817	239	888	0.2120674357	0.4819714447
Cooler, The (2003)	318374	119	442	0.2121212121	0.4820936639
Human Traffic (1999)	188674	63	234	0.2121212121	0.4820936639
The Hole (2001)	242527	14	52	0.2121212121	0.4820936639
Beau Geste (1939)	31088	14	52	0.2121212121	0.4820936639
Rust and Bone (De rouille et d'os) (2012)	2053425	14	52	0.2121212121	0.4820936639
Daens (1992)	104046	7	26	0.2121212121	0.4820936639
Carman: The Champion (2001)	262462	7	26	0.2121212121	0.4820936639
Cast a Giant Shadow (1966)	60218	7	26	0.2121212121	0.4820936639
Zero Day (2002)	365960	7	26	0.2121212121	0.4820936639
Goodbye, Dragon Inn (Bu san) (2003)	377556	7	26	0.2121212121	0.4820936639
Rebound (2005)	376108	7	26	0.2121212121	0.4820936639
Crazy Love (2007)	790706	7	26	0.2121212121	0.4820936639
Tamara Drewe (2010)	1486190	7	26	0.2121212121	0.4820936639
Welcome to the Rileys (2010)	1183923	7	26	0.2121212121	0.4820936639
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)	87544	94	349	0.2121896163	0.4822491278
Men of Honor (2000)	203019	338	1254	0.2123115578	0.4825262677
Sugarland Express, The (1974)	72226	55	204	0.2123552124	0.4826254826
Basic Instinct 2 (2006)	430912	24	89	0.2123893805	0.4827031376
Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)	1568921	24	89	0.2123893805	0.4827031376
Snake Eyes (1998)	120832	550	2039	0.2124372345	0.4828118965
Glory (1989)	97441	1140	4225	0.2124883504	0.4829280691
Mondays in the Sun (Lunes al sol, Los) (2002)	319769	17	63	0.2125	0.4829545455
Petrified Forest, The (1936)	28096	17	63	0.2125	0.4829545455
Factotum (2005)	417658	17	63	0.2125	0.4829545455
Fly, The (1958)	51622	409	1515	0.2125779626	0.4831317331
Freaks (1932)	22913	54	200	0.2125984252	0.4831782391
Control Room (2004)	391024	54	200	0.2125984252	0.4831782391
Biutiful (2010)	1164999	27	100	0.2125984252	0.4831782391
...And Justice for All (1979)	78718	155	574	0.2126200274	0.4832273351
Center of the World, The (2001)	240402	37	137	0.2126436782	0.4832810867
Léon: The Professional (a.k.a. The Professional) (Léon) (1994)	110413	1294	4791	0.2126540674	0.4833046986
Time After Time (1979)	80025	70	259	0.2127659574	0.4835589942
Captain Blood (1935)	26174	30	111	0.2127659574	0.4835589942
Rendition (2007)	804522	30	111	0.2127659574	0.4835589942
They (2002)	283632	20	74	0.2127659574	0.4835589942
Private Life of Sherlock Holmes, The (1970)	66249	20	74	0.2127659574	0.4835589942
Sunset Park (1996)	117784	10	37	0.2127659574	0.4835589942
Captives (1994)	109374	10	37	0.2127659574	0.4835589942
Popcorn (1991)	102690	10	37	0.2127659574	0.4835589942
Jo Jo Dancer, Your Life is Calling (1986)	91295	10	37	0.2127659574	0.4835589942
Pure Luck (1991)	102729	10	37	0.2127659574	0.4835589942
Kirikou and the Sorceress (Kirikou et la sorcière) (1998)	181627	10	37	0.2127659574	0.4835589942
Thirty Seconds Over Tokyo (1944)	37366	10	37	0.2127659574	0.4835589942
Fuck (2005)	486585	10	37	0.2127659574	0.4835589942
Humpday (2009)	1334537	10	37	0.2127659574	0.4835589942
Lorna's Silence (Le silence de Lorna) (2008)	1186369	10	37	0.2127659574	0.4835589942
Work of Director Michel Gondry, The (2003)	384700	10	37	0.2127659574	0.4835589942
Visitors, The (Visiteurs, Les) (1993)	108500	73	270	0.2128279883	0.4836999735
Caddyshack (1980)	80487	795	2940	0.2128514056	0.4837531946
This Is England (2006)	480025	53	196	0.2128514056	0.4837531946
Mary and Max (2009)	978762	53	196	0.2128514056	0.4837531946
Matchstick Men (2003)	325805	248	917	0.2128755365	0.4838080375
Sherlock Holmes (2009)	988045	194	717	0.2129527991	0.4839836344
Shop on Main Street, The (Obchod na korze) (1965)	59527	23	85	0.212962963	0.484006734
Kopps (2003)	339230	23	85	0.212962963	0.484006734
Spider-Man 2 (2004)	316654	468	1729	0.2130177515	0.4841312534
Grave of the Fireflies (Hotaru no haka) (1988)	95327	121	447	0.213028169	0.4841549296
Melancholia (2011)	1527186	49	181	0.2130434783	0.4841897233
Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)	374546	75	277	0.2130681818	0.4842458678
Year of the Horse (1997)	120539	13	48	0.2131147541	0.4843517139
Charge of the Light Brigade, The (1968)	62790	13	48	0.2131147541	0.4843517139
Story of O, The (Histoire d'O) (1975)	73115	13	48	0.2131147541	0.4843517139
Monsieur Hire (1989)	97904	13	48	0.2131147541	0.4843517139
Joe Dirt (2001)	245686	172	635	0.2131350682	0.4843978822
Third Man, The (1949)	41959	596	2200	0.2131616595	0.4844583171
Fido (2006)	457572	29	107	0.2132352941	0.4846256684
Woman in Red, The (1984)	88414	45	166	0.2132701422	0.4847048686
Acid House, The (1998)	122515	32	118	0.2133333333	0.4848484848
Caveman's Valentine, The (2001)	182000	32	118	0.2133333333	0.4848484848
Crimes of Passion (1984)	87100	16	59	0.2133333333	0.4848484848
Waiting... (2005)	348333	38	140	0.2134831461	0.4851889683
New Rose Hotel (1998)	133122	19	70	0.2134831461	0.4851889683
Horror Express (1972)	68713	19	70	0.2134831461	0.4851889683
Maelström (2000)	220627	19	70	0.2134831461	0.4851889683
Navigator: A Mediaeval Odyssey, The (1988)	95709	117	431	0.2135036496	0.4852355674
8MM (1999)	134273	392	1444	0.2135076253	0.4852446029
Troy (2004)	332452	249	917	0.2135506003	0.4853422735
Godfather: Part III, The (1990)	99674	1159	4268	0.2135618205	0.4853677739
Badlands (1973)	69762	211	777	0.213562753	0.4853698933
Faces of Death 3 (1985)	121261	22	81	0.213592233	0.4854368932
Gold Rush, The (1925)	15864	207	762	0.213622291	0.4855052069
Spy Kids 3-D: Game Over (2003)	338459	47	173	0.2136363636	0.4855371901
Godfather: Part II, The (1974)	71562	2321	8542	0.2136610513	0.4855932984
Sweet Smell of Success (1957)	51036	84	309	0.213740458	0.4857737682
American Outlaws (2001)	244000	56	206	0.213740458	0.4857737682
Last House on the Left, The (1972)	68833	28	103	0.213740458	0.4857737682
Glory Road (2006)	385726	28	103	0.213740458	0.4857737682
Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)	1132620	121	445	0.2137809187	0.4858657244
Silver Linings Playbook (2012)	1045658	102	375	0.213836478	0.4859919954
Family Business (1989)	97328	34	125	0.213836478	0.4859919954
Bride of the Monster (1955)	47898	46	169	0.2139534884	0.4862579281
Baby Boy (2001)	255819	46	169	0.2139534884	0.4862579281
Babel (2006)	449467	193	709	0.2139689579	0.4862930861
Glen or Glenda (1953)	45826	52	191	0.2139917695	0.4863449308
Fright Night Part II (1988)	97390	58	213	0.2140221402	0.486413955
Frailty (2001)	264616	189	694	0.2140430351	0.4864614434
Animal House (1978)	77975	1045	3837	0.2140516182	0.4864809504
Grand Illusion (La grande illusion) (1937)	28950	172	631	0.2141967621	0.486810823
Howling III: The Marsupials (1987)	93227	27	99	0.2142857143	0.487012987
Cleo from 5 to 7 (Cléo de 5 à 7) (1962)	55852	24	88	0.2142857143	0.487012987
Dangerous Method, A (2011)	1571222	24	88	0.2142857143	0.487012987
Day of the Doctor, The (2013)	2779318	21	77	0.2142857143	0.487012987
Mr. Destiny (1990)	100201	18	66	0.2142857143	0.487012987
Pandora's Box (Büchse der Pandora, Die) (1929)	18737	18	66	0.2142857143	0.487012987
Simpatico (1999)	174204	15	55	0.2142857143	0.487012987
City of Women, The (Città delle donne, La) (1980)	80539	15	55	0.2142857143	0.487012987
Enduring Love (2004)	375735	15	55	0.2142857143	0.487012987
Shadow Magic (2000)	238588	12	44	0.2142857143	0.487012987
Diamonds (1999)	167423	9	33	0.2142857143	0.487012987
In Praise of Love (Éloge de l'amour) (2001)	181912	9	33	0.2142857143	0.487012987
Katsastus (1988)	195855	9	33	0.2142857143	0.487012987
Moustache, La (2005)	428856	9	33	0.2142857143	0.487012987
Tooth Fairy (2010)	808510	9	33	0.2142857143	0.487012987
Superweib, Das (1996)	117788	6	22	0.2142857143	0.487012987
Terror in a Texas Town (1958)	52287	6	22	0.2142857143	0.487012987
Maryam (2000)	184719	6	22	0.2142857143	0.487012987
Another You (1991)	101356	6	22	0.2142857143	0.487012987
Pursued (1947)	39737	6	22	0.2142857143	0.487012987
Enigma (1983)	83891	6	22	0.2142857143	0.487012987
Defense of the Realm (1986)	89009	6	22	0.2142857143	0.487012987
Long Ships, The (1963)	57259	6	22	0.2142857143	0.487012987
Food of the Gods, The (1976)	74540	6	22	0.2142857143	0.487012987
Frankenstein Unbound (1990)	99612	6	22	0.2142857143	0.487012987
New Leaf, A (1971)	67482	6	22	0.2142857143	0.487012987
Bed & Board (Domicile conjugal) (1970)	65651	6	22	0.2142857143	0.487012987
Tarzan and His Mate (1934)	25862	6	22	0.2142857143	0.487012987
Librarian: Quest for the Spear, The (2004)	412915	6	22	0.2142857143	0.487012987
Loft (2008)	926762	6	22	0.2142857143	0.487012987
Vincere (2009)	1156173	6	22	0.2142857143	0.487012987
House at the End of the Street (2012)	1582507	6	22	0.2142857143	0.487012987
From Up on Poppy Hill (Kokuriko-zaka kara) (2011)	1798188	6	22	0.2142857143	0.487012987
Sexy Beast (2000)	203119	284	1041	0.2143396226	0.487135506
Dark Half, The (1993)	106664	92	337	0.2144522145	0.4873913965
Towering Inferno, The (1974)	72308	270	989	0.2144559174	0.4873998123
Blame It on Rio (1984)	86973	213	780	0.2145015106	0.4875034331
Night of the Comet (1984)	87799	212	776	0.2145748988	0.4876702245
Supergirl (1984)	88206	159	582	0.2145748988	0.4876702245
Cinderella Man (2005)	352248	158	578	0.214673913	0.4878952569
Wishmaster (1997)	120524	152	556	0.2146892655	0.4879301489
Gangs of New York (2002)	217505	387	1415	0.2147613762	0.4880940369
Pest, The (1997)	119887	64	234	0.2147651007	0.4881025015
Best of Youth, The (La meglio gioventù) (2003)	346336	32	117	0.2147651007	0.4881025015
Waking Life (2001)	243017	209	764	0.2147995889	0.4881808839
Counterfeiters, The (Die Fälscher) (2007)	813547	58	212	0.2148148148	0.4882154882
Puppet Master III: Toulon's Revenge (1991)	102728	52	190	0.2148760331	0.4883546206
House Party 2 (1991)	102065	52	190	0.2148760331	0.4883546206
Steam: The Turkish Bath (Hamam) (1997)	119248	26	95	0.2148760331	0.4883546206
Coneheads (1993)	106598	615	2247	0.214884696	0.4883743091
Manchurian Candidate, The (2004)	368008	150	548	0.2148997135	0.4884084397
Inconvenient Truth, An (2006)	497116	150	548	0.2148997135	0.4884084397
Pink Panther, The (2006)	383216	49	179	0.2149122807	0.4884370016
Man in the White Suit, The (1951)	44876	40	146	0.2150537634	0.4887585533
Return of the Magnificent Seven, The (a.k.a. Return of the Seven) (1966)	60897	20	73	0.2150537634	0.4887585533
Snoopy Come Home (1972)	69289	20	73	0.2150537634	0.4887585533
Game Change (2012)	1848902	20	73	0.2150537634	0.4887585533
Hotel Transylvania (2012)	837562	20	73	0.2150537634	0.4887585533
The Falcon and the Snowman (1985)	87231	216	788	0.2151394422	0.4889532778
Daredevil (2003)	287978	258	941	0.2151793161	0.4890439002
Frankenstein (1931)	21884	374	1364	0.2151898734	0.4890678941
Body, The (2001)	201485	17	62	0.2151898734	0.4890678941
Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)	304262	17	62	0.2151898734	0.4890678941
Bronx Tale, A (1993)	106489	339	1236	0.2152380952	0.4891774892
Chronicles of Narnia: Prince Caspian, The (2008)	499448	79	288	0.2152588556	0.4892246718
Guess Who (2005)	372237	31	113	0.2152777778	0.4892676768
Jackie Brown (1997)	119396	1068	3892	0.2153225806	0.4893695015
Dead Men Don't Wear Plaid (1982)	83798	362	1319	0.2153480071	0.489427289
Silver Bullet (Stephen King's Silver Bullet) (1985)	90021	42	153	0.2153846154	0.4895104895
I Love You Phillip Morris (2009)	1045772	42	153	0.2153846154	0.4895104895
Stag (1997)	120192	14	51	0.2153846154	0.4895104895
Reckoning, The (2004)	258816	14	51	0.2153846154	0.4895104895
Mama (2013)	2023587	14	51	0.2153846154	0.4895104895
Joy (2015)	2446980	14	51	0.2153846154	0.4895104895
Tin Drum, The (Blechtrommel, Die) (1979)	78875	156	568	0.2154696133	0.4897036665
Big One, The (1997)	124295	128	466	0.2154882155	0.4897459443
Family Plot (1976)	74512	89	324	0.215496368	0.4897644728
Confessional, The (Confessionnal, Le) (1995)	112714	25	91	0.2155172414	0.4898119122
Idle Hands (1999)	138510	235	855	0.2155963303	0.4899916597
Amores Perros (Love's a Bitch) (2000)	245712	326	1186	0.2156084656	0.49001924
Ishtar (1987)	93278	66	240	0.2156862745	0.4901960784
Independent, The (2000)	160403	11	40	0.2156862745	0.4901960784
Black Christmas (2006)	454082	11	40	0.2156862745	0.4901960784
Cinderella (2015)	1661199	11	40	0.2156862745	0.4901960784
Batman (1989)	96895	1811	6585	0.2156979514	0.4902226168
At Close Range (1986)	90670	52	189	0.2157676349	0.4903809883
Face/Off (1997)	119094	1793	6515	0.2158160809	0.4904910929
Adventureland (2009)	1091722	68	247	0.2158730159	0.4906204906
Dick Tracy (1990)	99422	614	2230	0.2158931083	0.4906661552
American Psycho (2000)	144084	736	2672	0.2159624413	0.4908237303
Deep Impact (1998)	120647	1145	4156	0.2159969817	0.4909022311
Couples Retreat (2009)	1078940	27	98	0.216	0.4909090909
Winter's Bone (2010)	1399683	78	283	0.216066482	0.4910601864
Showtime (2002)	284490	121	439	0.2160714286	0.4910714286
Slumdog Millionaire (2008)	1010048	273	990	0.216152019	0.4912545886
Major Payne (1995)	110443	179	649	0.2161835749	0.4913263065
Percy Jackson & the Olympians: The Lightning Thief (2010)	814255	32	116	0.2162162162	0.4914004914
Heaven's Burning (1997)	119272	8	29	0.2162162162	0.4914004914
Broken Vessels (1998)	149964	8	29	0.2162162162	0.4914004914
Fast Food, Fast Women (2000)	206742	8	29	0.2162162162	0.4914004914
Dames du Bois de Boulogne, Les (Ladies of the Bois de Boulogne, The) (Ladies of the Park) (1945)	37630	8	29	0.2162162162	0.4914004914
Comic Book Villains (2002)	287969	8	29	0.2162162162	0.4914004914
Johnson Family Vacation (2004)	359517	8	29	0.2162162162	0.4914004914
Youth Without Youth (2007)	481797	8	29	0.2162162162	0.4914004914
Tokyo! (2008)	976060	8	29	0.2162162162	0.4914004914
Road to Perdition (2002)	257044	487	1765	0.2162522202	0.4914823187
Emerald Forest, The (1985)	89087	146	529	0.2162962963	0.4915824916
Fahrenheit 9/11 (2004)	361596	355	1286	0.2163315052	0.4916625118
Maybe, Maybe Not (Bewegte Mann, Der) (1994)	109255	37	134	0.216374269	0.4917597023
Things Change (1988)	96259	58	210	0.2164179104	0.4918588874
Insomnia (1997)	119375	129	467	0.216442953	0.4919158023
House of Frankenstein (1944)	36931	42	152	0.2164948454	0.4920337395
Nine Lives of Fritz the Cat, The (1974)	71913	21	76	0.2164948454	0.4920337395
In the Realms of the Unreal (2004)	390123	13	47	0.2166666667	0.4924242424
Stay Alive (2006)	441796	13	47	0.2166666667	0.4924242424
Tomorrow Never Dies (1997)	120347	1122	4054	0.2167697063	0.4926584235
Forgetting Sarah Marshall (2008)	800039	137	495	0.2167721519	0.4926639816
Fan, The (1996)	116277	204	737	0.2167906482	0.4927060187
Wild at Heart (1990)	100935	80	289	0.216802168	0.4927322
Big Country, The (1958)	51411	49	177	0.2168141593	0.4927594529
Empire of the Ants (1977)	75989	18	65	0.2168674699	0.4928806134
U.S. vs. John Lennon, The (2006)	478049	18	65	0.2168674699	0.4928806134
Mighty Morphin Power Rangers: The Movie (1995)	113820	136	491	0.2169059011	0.4929679571
Batman Returns (1992)	103776	1179	4256	0.2169273229	0.493016643
Session 9 (2001)	261983	82	296	0.2169312169	0.493025493
Salton Sea, The (2002)	235737	82	296	0.2169312169	0.493025493
American Movie (1999)	181288	256	924	0.2169491525	0.4930662558
Abbott and Costello Meet Frankenstein (1948)	40068	138	498	0.2169811321	0.4931389365
Swimming Pool (2003)	324133	120	433	0.2169981917	0.4931777084
Startup.com (2001)	256408	153	552	0.2170212766	0.4932301741
Body Shots (1999)	172627	56	202	0.2170542636	0.4933051445
Serpent and the Rainbow, The (1988)	96071	89	321	0.2170731707	0.4933481153
Eragon (2006)	449010	61	220	0.2170818505	0.4933678421
Shanghai Noon (2000)	184894	693	2499	0.2171052632	0.4934210526
Lethal Weapon (1987)	93409	1743	6284	0.2171421453	0.4935048756
Lives of Others, The (Das leben der Anderen) (2006)	405094	195	703	0.2171492205	0.4935209557
Stealing Harvard (2002)	265808	43	155	0.2171717172	0.4935720845
True Romance (1993)	108399	918	3308	0.2172266919	0.4936970271
Romeo Is Bleeding (1993)	107983	156	562	0.217270195	0.4937958977
Bill Cosby, Himself (1983)	83652	55	198	0.2173913043	0.4940711462
Just Visiting (2001)	189192	50	180	0.2173913043	0.4940711462
Larger Than Life (1996)	116823	45	162	0.2173913043	0.4940711462
Ginger Snaps (2000)	210070	45	162	0.2173913043	0.4940711462
Purple Rain (1984)	87957	40	144	0.2173913043	0.4940711462
Dark Water (Honogurai mizu no soko kara) (2002)	308379	30	108	0.2173913043	0.4940711462
Tremors II: Aftershocks (1996)	114720	25	90	0.2173913043	0.4940711462
Ambush (Rukajärven tie) (1999)	162625	20	72	0.2173913043	0.4940711462
Ant Bully, The (2006)	429589	20	72	0.2173913043	0.4940711462
Minnie and Moskowitz (1971)	67433	15	54	0.2173913043	0.4940711462
T-Rex: Back to the Cretaceous (1998)	163862	15	54	0.2173913043	0.4940711462
Tenebre (1982)	84777	15	54	0.2173913043	0.4940711462
Breakin' (1984)	86998	15	54	0.2173913043	0.4940711462
Beyond the Valley of the Dolls (1970)	65466	15	54	0.2173913043	0.4940711462
Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)	93488	15	54	0.2173913043	0.4940711462
Behind the Candelabra (2013)	1291580	15	54	0.2173913043	0.4940711462
Company Man (2000)	177650	10	36	0.2173913043	0.4940711462
Bite the Bullet (1975)	72705	10	36	0.2173913043	0.4940711462
Teenagers from Outer Space (1959)	53337	10	36	0.2173913043	0.4940711462
One I Love, The (2014)	2756032	10	36	0.2173913043	0.4940711462
Teddy Bears' Picnic (2001)	250282	5	18	0.2173913043	0.4940711462
Island at the Top of the World, The (1974)	71671	5	18	0.2173913043	0.4940711462
Battle Cry (1955)	47860	5	18	0.2173913043	0.4940711462
Home Room (2002)	264689	5	18	0.2173913043	0.4940711462
Court-Martial of Billy Mitchell, The (1955)	47956	5	18	0.2173913043	0.4940711462
Silent Night, Bloody Night (1973)	70694	5	18	0.2173913043	0.4940711462
Lammbock (2001)	258760	5	18	0.2173913043	0.4940711462
First $20 Million Is Always the Hardest, The (2002)	280674	5	18	0.2173913043	0.4940711462
Dr. Terror's House of Horrors (1965)	59125	5	18	0.2173913043	0.4940711462
Graffiti Bridge (1990)	99691	5	18	0.2173913043	0.4940711462
Stooge, The (1953)	45192	5	18	0.2173913043	0.4940711462
Herr Lehmann (2003)	322545	5	18	0.2173913043	0.4940711462
Toolbox Murders, The (1978)	78405	5	18	0.2173913043	0.4940711462
Winter Solstice (2004)	365938	5	18	0.2173913043	0.4940711462
Rise: Blood Hunter (2007)	389328	5	18	0.2173913043	0.4940711462
Chicago 10 (2007)	905979	5	18	0.2173913043	0.4940711462
Death Defying Acts (2007)	472071	5	18	0.2173913043	0.4940711462
Wild River (1960)	54476	5	18	0.2173913043	0.4940711462
City of Life and Death (Nanjing! Nanjing!) (2009)	1124052	5	18	0.2173913043	0.4940711462
Thousand Words, A (2012)	763831	5	18	0.2173913043	0.4940711462
45 Years (2015)	3544082	5	18	0.2173913043	0.4940711462
Where To Invade Next (2015)	4897822	5	18	0.2173913043	0.4940711462
Kids in the Hall: Brain Candy (1996)	116768	267	961	0.2174267101	0.4941516139
Minority Report (2002)	181689	1013	3645	0.2174753113	0.4942620711
Scary Movie 3 (2003)	306047	112	403	0.2174757282	0.4942630185
Karate Kid, Part II, The (1986)	91326	591	2126	0.2175193228	0.4943620972
Back to the Future Part III (1990)	99088	1475	5306	0.2175195399	0.4943625907
Sex and Lucia (Lucía y el sexo) (2001)	254455	67	241	0.2175324675	0.4943919717
Kid Stays in the Picture, The (2002)	303353	62	223	0.2175438596	0.4944178628
Tank Girl (1995)	114614	445	1599	0.2177103718	0.4947962996
The Butterfly Effect (2004)	289879	295	1060	0.2177121771	0.4948004025
Armageddon (1998)	120591	1549	5563	0.2178008999	0.4950020452
Faces of Death 2 (1981)	85518	22	79	0.2178217822	0.495049505
Harold and Kumar Go to White Castle (2004)	366551	149	535	0.2178362573	0.495082403
Arachnophobia (1990)	99052	1375	4937	0.2178390368	0.4950887199
Natural, The (1984)	87781	505	1813	0.2178602243	0.4951368735
Christine (1983)	85333	278	998	0.2178683386	0.4951553149
Jeepers Creepers (2001)	263488	151	542	0.2178932179	0.4952118588
Friday Night Lights (2004)	390022	90	323	0.2179176755	0.4952674444
Twelve Chairs, The (1970)	66495	51	183	0.2179487179	0.4953379953
Angel-A (2005)	473753	17	61	0.2179487179	0.4953379953
Underneath (1995)	114788	41	147	0.2180851064	0.4956479691
True Believer (1989)	98524	41	147	0.2180851064	0.4956479691
Jane Austen's Mafia! (1998)	120741	159	570	0.2181069959	0.4956977179
Made (2001)	227005	137	491	0.2181528662	0.4958019687
J. Edgar (2011)	1616195	24	86	0.2181818182	0.4958677686
Possession (1981)	82933	12	43	0.2181818182	0.4958677686
People That Time Forgot, The (1977)	76535	12	43	0.2181818182	0.4958677686
Demonlover (2002)	284034	12	43	0.2181818182	0.4958677686
Cloak & Dagger (1984)	87065	12	43	0.2181818182	0.4958677686
Nowhere Boy (2009)	1266029	12	43	0.2181818182	0.4958677686
Accepted (2006)	384793	43	154	0.2182741117	0.4960775265
Skin I Live In, The (La piel que habito) (2011)	1189073	31	111	0.2183098592	0.4961587708
Patriot, The (2000)	187393	1285	4601	0.2183146449	0.4961696475
Good Thief, The (2002)	281820	50	179	0.2183406114	0.4962286622
Wind That Shakes the Barley, The (2006)	460989	38	136	0.2183908046	0.4963427377
Curious George (2006)	381971	19	68	0.2183908046	0.4963427377
Wild Reeds (Les roseaux sauvages) (1994)	111019	64	229	0.2184300341	0.4964318957
Frighteners, The (1996)	116365	443	1585	0.2184418146	0.4964586695
American Wedding (American Pie 3) (2003)	328828	130	465	0.218487395	0.4965622613
Another Day in Paradise (1998)	127722	52	186	0.218487395	0.4965622613
National Treasure (2004)	368891	209	747	0.2186192469	0.4968619247
Judgment at Nuremberg (1961)	55031	56	200	0.21875	0.4971590909
About Time (2013)	2194499	42	150	0.21875	0.4971590909
Noises Off... (1992)	105017	21	75	0.21875	0.4971590909
McLintock! (1963)	57298	14	50	0.21875	0.4971590909
Grace Is Gone (2007)	772168	14	50	0.21875	0.4971590909
Cirque du Freak: The Vampire's Assistant (2009)	450405	14	50	0.21875	0.4971590909
Skin Game, The (1931)	22395	7	25	0.21875	0.4971590909
Bells, The (1926)	16640	7	25	0.21875	0.4971590909
So Fine (1981)	83099	7	25	0.21875	0.4971590909
Beyond the Clouds (Al di là delle nuvole) (1996)	114086	7	25	0.21875	0.4971590909
Brother Sun, Sister Moon (Fratello sole, sorella luna) (1972)	69824	7	25	0.21875	0.4971590909
Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)	117658	7	25	0.21875	0.4971590909
Sammy and Rosie Get Laid (1987)	93913	7	25	0.21875	0.4971590909
Spiral (2000)	244870	7	25	0.21875	0.4971590909
Werckmeister Harmonies (Werckmeister harmóniák) (2000)	249241	7	25	0.21875	0.4971590909
Clean (2004)	388838	7	25	0.21875	0.4971590909
Abduction (2011)	1600195	7	25	0.21875	0.4971590909
Romance (1999)	194314	79	282	0.2188365651	0.4973558298
Around the World in 80 Days (2004)	327437	51	182	0.2188841202	0.4974639095
Great Gatsby, The (2013)	1343092	44	157	0.2189054726	0.4975124378
Imaginarium of Doctor Parnassus, The (2009)	1054606	60	214	0.2189781022	0.497677505
Taxi Driver (1976)	75314	1922	6855	0.2189814287	0.4976850653
Mighty Heart, A (2007)	829459	23	82	0.219047619	0.4978354978
Exorcist II: The Heretic (1977)	76009	133	474	0.2191103789	0.4979781339
Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)	19760	32	114	0.2191780822	0.498132005
Eight Below (2006)	397313	32	114	0.2191780822	0.498132005
Faculty, The (1998)	133751	613	2183	0.219241774	0.498276759
Cool Hand Luke (1967)	61512	1042	3710	0.2192760943	0.4983547597
Time Out (L'emploi du temps) (2001)	279065	34	121	0.2193548387	0.4985337243
Ladies Man, The (2000)	213790	129	459	0.2193877551	0.4986085343
Four Rooms (1995)	113101	282	1003	0.2194552529	0.4987619385
Flight of the Navigator (1986)	91059	567	2016	0.2195121951	0.4988913525
Double Take (2001)	238948	54	192	0.2195121951	0.4988913525
Advise and Consent (1962)	55728	18	64	0.2195121951	0.4988913525
Still Alice (2014)	3316960	18	64	0.2195121951	0.4988913525
Whiteboyz (1999)	178988	9	32	0.2195121951	0.4988913525
When Brendan Met Trudy (2000)	220157	9	32	0.2195121951	0.4988913525
Dopamine (2003)	342300	9	32	0.2195121951	0.4988913525
Dutch (1991)	101786	9	32	0.2195121951	0.4988913525
Ginger Snaps: Unleashed (2004)	353489	9	32	0.2195121951	0.4988913525
Cop and ½ (1993)	106613	9	32	0.2195121951	0.4988913525
Baby Face (1933)	23775	9	32	0.2195121951	0.4988913525
Hysteria (2011)	1435513	9	32	0.2195121951	0.4988913525
Deadfall (2012)	1667310	9	32	0.2195121951	0.4988913525
Sisters (2015)	1850457	9	32	0.2195121951	0.4988913525
Big Blue, The (Grand bleu, Le) (1988)	95250	173	615	0.2195431472	0.4989616982
Mute Witness (1994)	110604	47	167	0.2196261682	0.4991503823
Final Destination 2 (2003)	309593	105	373	0.219665272	0.4992392545
Bill & Ted's Bogus Journey (1991)	101452	281	998	0.2197028929	0.4993247566
Galaxy Quest (1999)	177789	1511	5366	0.2197179002	0.4993588642
Ringu (Ring) (1998)	178868	118	419	0.2197392924	0.4994074826
Final Cut, The (2004)	364343	40	142	0.2197802198	0.4995004995
Lumumba (2000)	246765	20	71	0.2197802198	0.4995004995
Medium Cool (1969)	64652	20	71	0.2197802198	0.4995004995
American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005)	436058	31	110	0.219858156	0.4996776273
Ghostbusters II (1989)	97428	692	2455	0.2198919606	0.4997544559
Whole Ten Yards, The (2004)	327247	53	188	0.2199170124	0.4998113919
Fight Club (1999)	137523	2068	7334	0.2199532014	0.4998936397
